url,text
https://www.newtimes.co.rw/sports,"Sports - The New Times Sports Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports Cycling Football Basketball Volleyball Other Sports Karate Handball Cricket Swimming Tennis World Cup 22 AFCON 2023 Football Vincent Mashami steps down as Police FC coach Police FC head coach Vincent Mashami has officially bid farewell to Police FC.The experienced tactician has been at the helm of the club for three seasons during which he led it to two trophies: Monday, June 09, 2025 Football Rwanda eyes victory in second friendly game against Algeria The national football team, Amavubi, will be aiming for victory as it comes up against Algeria today, June 9, in the two teams’ second international friendly match.Set to take place in Algiers, Monday, June 09, 2025 Basketball Kriol Star’s Joel Almeida wins BAL’s Ubuntu community support award Kriol Star Basketball (Cape Verde) guard Joel Almeida will be presented with the 2025 BAL Ubuntu Trophy during an on-court ceremony at SunBet Arena before the second semi-final game on Wednesday, June Monday, June 09, 2025 Football AS Kigali could lose 15 players before new season AS Kigali Football Club is facing a big challenge as 15 of its 27 players no longer have contracts with the team ahead of the 2025/2026 Rwanda Premier League season.The club, which is supported by Monday, June 09, 2025 Most Read today 7 days 30 days BAL playoffs:  APR faces Rivers Hoopers in quarter-finals American-Rwandan basketball player Kendall Gray retires BAL 2025: Al Ahli Tripoli, Al Ittihad secure semifinals ticket Tennis: Rutayisire, Umulisa win He-for-She Challenger trophy AS Kigali could lose 15 players before new season Kriol Star’s Joel Almeida wins BAL’s Ubuntu community support award PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Agahozo Shalom shines at Karate GMT 2025 BAL 2025: APR stun reigning champions Petro de Luanda What to know about the eight teams at BAL 2025 playoffs BAL 2025: APR stun reigning champions Petro de Luanda BAL 2025: APR, holders Petro de Luanda to square off in quarterfinals Rwandan officials visit Hungarian F1 Grand Prix circuit Tennis: Rwanda’s Umulisa nominated for Sports Emmy Awards How Rwandan man is building top basketball courts all over Africa You did partners proud—​​​​​​​Kagame congratulates PSG on UCL triumph BAL set standards and we’re working hard to beat them--Minister Ngarambe Rwanda see off Zimbabwe in U20 Women’s World Cup qualifiers Basketball BAL 2025: Al Ahli Tripoli, Al Ittihad secure semifinals ticket Basketball BAL playoffs:  APR faces Rivers Hoopers in quarter-finals Basketball American-Rwandan basketball player Kendall Gray retires Football A look at Rwanda’s prominent football families Football Tennis: Rutayisire, Umulisa win He-for-She Challenger trophy Football Rayon sign new left-back as Iraguha, Bugingo close in on APR moves Latest 51 m When is the right time to expose children to AI? 1 h Should banks start to accept carbon credits as collateral? 2 h Health ministry warns of Covid-19 as dry season begins 2 h Vincent Mashami steps down as Police FC coach 2 h 10 things about reforms in public higher learning institutions’ structure PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Sunday, June 08, 2025 BAL 2025: APR stun reigning champions Petro de Luanda Sunday, June 08, 2025 BAL 2025: APR stun reigning champions Petro de Luanda Saturday, June 07, 2025 Meddie Kagere “could join” Amavubi coaching staff Saturday, June 07, 2025 APR BBC coach talks Nuni Omot’s addition, BAL playoffs Saturday, June 07, 2025 BAL 2025: Al Ahli Tripoli subjected to first loss of the season Saturday, June 07, 2025 Republican Guard, Div Four share spoils in Liberation Cup showdown Friday, June 06, 2025 BAL 2025 playoffs: What should we expect from seeding matches? Friday, June 06, 2025 Belaili, Hadjam on target as Algeria defeat Rwanda in Constantine Football Amrouche on Kagere’s recall: Football is not about age Thursday, June 05, 2025 Football Rayon Sports close in on Ugandan left-back Nicholas Mwere Football Amrouche slams Sahabo, York for rejecting Rwanda call-up Football Which players are out of contract in Rwanda Premier League? Video Sande Nemali exclusive: Police MVP talks motherhood, volleyball and secret to success Wednesday, June 04, 2025 Rwanda and Switzerland look to strengthen bilateral cooperation Wednesday, June 04, 2025 Africa needs mindset liberation more than aid - PAM chair Musoni Wednesday, June 04, 2025 Redefining women’s health: Dr. Subira on menopause and healing Wednesday, June 04, 2025 Peace Marathon: Which elite athletes are coming to Kigali? Thursday, June 05, 2025 BAL 2025: NBA coach Sam Vincent joins APR ahead of playoffs Wednesday, June 04, 2025 Mutarambirwa edges closer to first major trophy with Kenya Police Wednesday, June 04, 2025 Sande Nemali: Police MVP talks motherhood, volleyball and secret to success Wednesday, June 04, 2025 Load More Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/other-sports,"Other Sports - The New Times Other Sports Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Other Sports Other Sports PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Rwanda’s Florence Niyonkuru clinched gold in the women’s half marathon at the 20th edition of the Kigali International Peace Marathon, held on Sunday, June 8, in Kigali, leading a dominant Rwandan Sunday, June 08, 2025 Other Sports Peace Marathon: Which elite athletes are coming to Kigali? Elite athletes from across Africa and beyond have confirmed their participation in the 20th edition of the Kigali International Peace Marathon which will take place on June 8 The marathon is Thursday, June 05, 2025 Other Sports Alice Umulinga elected first female president of Rwanda Olympic Committee In a historic milestone for Rwandan sports, Alice Umulinga has been unanimously elected as the first female president of the Rwanda National Olympic and Sports Committee (NOC Rwanda).Umulinga won Saturday, May 10, 2025 Other Sports Golf: Rwanda's Ishimwe takes shot at Guiness world record Rwandan golfer Melissa Akanigi Ishimwe is hoping to enter the Guinness world book of records by setting a new record of being the fastest unassisted golfer to complete an 18-hole in under 55 Wednesday, May 07, 2025 Most Read today 7 days 30 days BAL playoffs:  APR faces Rivers Hoopers in quarter-finals American-Rwandan basketball player Kendall Gray retires BAL 2025: Al Ahli Tripoli, Al Ittihad secure semifinals ticket Tennis: Rutayisire, Umulisa win He-for-She Challenger trophy AS Kigali could lose 15 players before new season Kriol Star’s Joel Almeida wins BAL’s Ubuntu community support award PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Agahozo Shalom shines at Karate GMT 2025 BAL 2025: APR stun reigning champions Petro de Luanda What to know about the eight teams at BAL 2025 playoffs BAL 2025: APR stun reigning champions Petro de Luanda BAL 2025: APR, holders Petro de Luanda to square off in quarterfinals Rwandan officials visit Hungarian F1 Grand Prix circuit Tennis: Rwanda’s Umulisa nominated for Sports Emmy Awards How Rwandan man is building top basketball courts all over Africa You did partners proud—​​​​​​​Kagame congratulates PSG on UCL triumph BAL set standards and we’re working hard to beat them--Minister Ngarambe Rwanda see off Zimbabwe in U20 Women’s World Cup qualifiers Other Sports Zaria Court Kigali to start operations in July Other Sports 3x3 basketball expands ahead of LA 2028 Olympics Other Sports Golf: Nsanzuwera wins regional tournament Other Sports Musanze, Bugesera crowned national Sitting volleyball champions Other Sports Golf: Rwandan players set to travel to Japan to polish skills for 2028 Olympics Other Sports Lions de Fer, Resilience win rugby 7s tourney Latest 53 m When is the right time to expose children to AI? 1 h Should banks start to accept carbon credits as collateral? 2 h Health ministry warns of Covid-19 as dry season begins 2 h Vincent Mashami steps down as Police FC coach 2 h 10 things about reforms in public higher learning institutions’ structure PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Sunday, June 08, 2025 Peace Marathon: Which elite athletes are coming to Kigali? Thursday, June 05, 2025 Alice Umulinga elected first female president of Rwanda Olympic Committee Saturday, May 10, 2025 Golf: Rwanda's Ishimwe takes shot at Guiness world record Wednesday, May 07, 2025 Zaria Court Kigali to start operations in July Monday, May 05, 2025 3x3 basketball expands ahead of LA 2028 Olympics Tuesday, April 15, 2025 Golf: Nsanzuwera wins regional tournament Friday, April 04, 2025 Musanze, Bugesera crowned national Sitting volleyball champions Monday, March 24, 2025 Load More Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/morearticles/sports/cricket,"Sports - The New Times Sports Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports /              Cricket /             More Articles Cricket Kwibuka Women’s T20: From humble beginnings to international recognition Friday, June 06, 2025 Cricket Cricket: Rwanda win second game in Kwibuka women’s T20 Wednesday, June 04, 2025 Cricket Cricket: Rwanda crushes Cameroon in Kwibuka women’s T20 opener Tuesday, June 03, 2025 Cricket Nhamburo names squad for Kwibuka women’s T20 tournament Thursday, May 29, 2025 Cricket ICC seeks to monetize cricket in Africa Wednesday, April 30, 2025 Cricket Kwibuka Women’s T20 tournament to attract more foreign countries Tuesday, April 08, 2025 Cricket Eric Dusingizimana: A cricket legend’s reflection on his legacy, new chapter Tuesday, December 31, 2024 Cricket Uganda clinches ILT20 Continental Cup in Kigali Sunday, December 15, 2024 Cricket Iconic cricketer Eric Dusingizimana retires Friday, December 13, 2024 Cricket ILT20: Rwanda stumble again as Botswana and Uganda shine Sunday, December 08, 2024 Cricket Cricket: Rwanda claims first win at ILT20 Saturday, December 07, 2024 Cricket Cricket: Uganda pile more misery on Rwanda in T20 Continent Cup Friday, December 06, 2024 Cricket Cricket: Rwandan teams struggle as invitational tourney opens in Kigali Friday, November 22, 2024 Cricket Bimenyimana admits Rwanda’s batting needs quick fixing Sunday, November 03, 2024 Cricket Cricket: Mozambique registers a convincing win over struggling Rwanda Thursday, October 24, 2024 Cricket Cricket: Walkover win for Rwanda as Gambians fail to show up Sunday, October 20, 2024 Cricket Cricket: Rwanda handed difficult draw in T20 WC qualifier Thursday, October 03, 2024 Cricket Nigeria U19 secure ticket to T20 World Cup in washed out qualification final Monday, September 30, 2024 Cricket Nigeria end Rwanda’s U19 Women’s T20 WC qualification hopes Sunday, September 29, 2024 Cricket U19 Women's T20 WC Qualifier: Uganda set up Zimbabwe semifinal after Rwanda win Thursday, September 26, 2024 « Prev 1 2 3 4 5 6 7 8 Next » Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/other-sports,"Other Sports - The New Times Other Sports Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Other Sports Other Sports PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Rwanda’s Florence Niyonkuru clinched gold in the women’s half marathon at the 20th edition of the Kigali International Peace Marathon, held on Sunday, June 8, in Kigali, leading a dominant Rwandan Sunday, June 08, 2025 Other Sports Peace Marathon: Which elite athletes are coming to Kigali? Elite athletes from across Africa and beyond have confirmed their participation in the 20th edition of the Kigali International Peace Marathon which will take place on June 8 The marathon is Thursday, June 05, 2025 Other Sports Alice Umulinga elected first female president of Rwanda Olympic Committee In a historic milestone for Rwandan sports, Alice Umulinga has been unanimously elected as the first female president of the Rwanda National Olympic and Sports Committee (NOC Rwanda).Umulinga won Saturday, May 10, 2025 Other Sports Golf: Rwanda's Ishimwe takes shot at Guiness world record Rwandan golfer Melissa Akanigi Ishimwe is hoping to enter the Guinness world book of records by setting a new record of being the fastest unassisted golfer to complete an 18-hole in under 55 Wednesday, May 07, 2025 Most Read today 7 days 30 days BAL playoffs:  APR faces Rivers Hoopers in quarter-finals American-Rwandan basketball player Kendall Gray retires BAL 2025: Al Ahli Tripoli, Al Ittihad secure semifinals ticket Tennis: Rutayisire, Umulisa win He-for-She Challenger trophy AS Kigali could lose 15 players before new season Kriol Star’s Joel Almeida wins BAL’s Ubuntu community support award PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Agahozo Shalom shines at Karate GMT 2025 BAL 2025: APR stun reigning champions Petro de Luanda What to know about the eight teams at BAL 2025 playoffs BAL 2025: APR stun reigning champions Petro de Luanda BAL 2025: APR, holders Petro de Luanda to square off in quarterfinals Rwandan officials visit Hungarian F1 Grand Prix circuit Tennis: Rwanda’s Umulisa nominated for Sports Emmy Awards How Rwandan man is building top basketball courts all over Africa You did partners proud—​​​​​​​Kagame congratulates PSG on UCL triumph BAL set standards and we’re working hard to beat them--Minister Ngarambe Rwanda see off Zimbabwe in U20 Women’s World Cup qualifiers Other Sports Zaria Court Kigali to start operations in July Other Sports 3x3 basketball expands ahead of LA 2028 Olympics Other Sports Golf: Nsanzuwera wins regional tournament Other Sports Musanze, Bugesera crowned national Sitting volleyball champions Other Sports Golf: Rwandan players set to travel to Japan to polish skills for 2028 Olympics Other Sports Lions de Fer, Resilience win rugby 7s tourney Latest 53 m When is the right time to expose children to AI? 1 h Should banks start to accept carbon credits as collateral? 2 h Health ministry warns of Covid-19 as dry season begins 2 h Vincent Mashami steps down as Police FC coach 2 h 10 things about reforms in public higher learning institutions’ structure PHOTOS: Rwanda’s Niyonkuru strikes gold as Kenya’s Korir reclaims Kigali marathon title Sunday, June 08, 2025 Peace Marathon: Which elite athletes are coming to Kigali? Thursday, June 05, 2025 Alice Umulinga elected first female president of Rwanda Olympic Committee Saturday, May 10, 2025 Golf: Rwanda's Ishimwe takes shot at Guiness world record Wednesday, May 07, 2025 Zaria Court Kigali to start operations in July Monday, May 05, 2025 3x3 basketball expands ahead of LA 2028 Olympics Tuesday, April 15, 2025 Golf: Nsanzuwera wins regional tournament Friday, April 04, 2025 Musanze, Bugesera crowned national Sitting volleyball champions Monday, March 24, 2025 Load More Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/article/27094/sports/football/vincent-mashami-steps-down-as-police-fc-coach,"Vincent Mashami steps down as Police FC coach - The New Times Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports Vincent Mashami steps down as Police FC coach Police FC head coach Vincent Mashami has officially bid farewell to Police FC. Peter Kamasa Monday, June 09, 2025 Share Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/article/27094/sports/football/vincent-mashami-steps-down-as-police-fc-coach,"Vincent Mashami steps down as Police FC coach - The New Times Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports Vincent Mashami steps down as Police FC coach Police FC head coach Vincent Mashami has officially bid farewell to Police FC. Peter Kamasa Monday, June 09, 2025 Share Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/article/27094/sports/football/vincent-mashami-steps-down-as-police-fc-coach,"Vincent Mashami steps down as Police FC coach - The New Times Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports Vincent Mashami steps down as Police FC coach Police FC head coach Vincent Mashami has officially bid farewell to Police FC. Peter Kamasa Monday, June 09, 2025 Share Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/article/27090/sports/football/rwanda-eyes-victory-in-second-friendly-game-against-algeria,"Rwanda eyes victory in second friendly game against Algeria - The New Times Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports Rwanda eyes victory in second friendly game against Algeria Amavubi defender Ange Mutsinzi arrives at the stadium for the first friendly game played on June 5. The two teams will be playing a second friendly game today. Peter Kamasa Monday, June 09, 2025 Share Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/article/27090/sports/football/rwanda-eyes-victory-in-second-friendly-game-against-algeria,"Rwanda eyes victory in second friendly game against Algeria - The New Times Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports Rwanda eyes victory in second friendly game against Algeria Amavubi defender Ange Mutsinzi arrives at the stadium for the first friendly game played on June 5. The two teams will be playing a second friendly game today. Peter Kamasa Monday, June 09, 2025 Share Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
https://www.newtimes.co.rw/article/27090/sports/football/rwanda-eyes-victory-in-second-friendly-game-against-algeria,"Rwanda eyes victory in second friendly game against Algeria - The New Times Do you have an idea for The New Times to cover? Submit it here! Monday, June 09, 2025 Subscribe Now News Rwanda Business Africa International Technology Agriculture Coronavirus Politics Environment Energy Infrastructure Health Crime Finance Law Housing Aviation Tourism Featured Culture Economy Education Security Women Science Religion Kwibuka Opinions Feedback from readers Editorial Sports Volleyball Cycling Football Basketball Other sports Karate Handball Cricket Swimming Tennis AFCON 2023 Entertainment Music Cinema Art Fashion Others Showbiz Videos Jobs & Tenders Epaper Events Subscribe Now Sports Rwanda eyes victory in second friendly game against Algeria Amavubi defender Ange Mutsinzi arrives at the stadium for the first friendly game played on June 5. The two teams will be playing a second friendly game today. Peter Kamasa Monday, June 09, 2025 Share Do you have an idea for The New Times to cover? Submit it here! About Us Our Company Policy Terms And Conditions History Feed Subscribe Newsletter Print Jobs Advertise Online Print Jobs Tenders Classifieds Contact Us Opinions Letters to the Editors News Opinion Sports Lifestyle Video Jobs & Tenders Epaper Podcast © Copyright The New Times Rwanda 2007 - 2022"
